frame,rt_hip_sagittal,rt_hip_frontal,rt_hip_transe,rt_knee_sagittal,rt_knee_frontal,rt_knee_transe,rt_ank_sagittal,lt_hip_sagittal,lt_hip_frontal,lt_hip_transe,lt_knee_sagittal,lt_knee_frontal,lt_knee_transe,lt_ank_sagittal
92,161.1819790442198,30.776634618558795,177.7656297216023,165.78769977857297,0.0,-99.42885987623907,-8.131659120262697,-175.24354216430297,30.751145278071693,177.76789128355745,166.4960540655004,0.0,-69.0657974758067,-5.549950471995548
93,161.15835807947036,31.35473697450344,177.50814800029875,165.86037334218722,1.2722218725854067e-14,-100.26272387316698,-7.8414448845248685,-174.81851646154192,31.242694567990995,177.519108131894,166.37038124014603,0.0,-68.61658529594725,-5.621904307635707
94,161.55705553448885,31.12177233494422,177.5038675590917,166.42234490559633,1.2722218725854067e-14,-100.10981889803139,-7.722230849784607,-175.08919926967295,30.94165492267844,177.52157962061398,167.03672498499196,0.0,-68.88005884026391,-5.559657443678211
95,161.53811087422056,31.18397274543706,177.61857659644627,166.46496573365485,0.0,-100.40984094942658,-7.70009077682517,-174.55785657040573,31.258042666094976,177.6116172102952,166.7648057381971,0.0,-67.99408372982742,-5.354791004427201
96,159.22747853287467,35.73585049657997,176.71294675573583,165.2319358657408,0.0,-99.94834137065185,-8.56607212194277,-174.57317445395674,35.8409367922421,176.7001991378618,165.44125988617503,0.0,-68.7415236110811,-6.09943778690033
97,159.07617822832722,35.73321026887057,176.89541544104736,165.67572812696852,0.0,-102.9453037592463,-7.44096904733888,-174.1624489663151,35.88932991380412,176.87751847662457,165.3898528097476,0.0,-67.07315995590841,-5.646935303007953
98,158.6835866435934,35.282415298304656,177.1644187230655,165.27793750279483,0.0,-101.91098695610786,-8.049007508861916,-174.25400457024378,35.510483504395545,177.14039277760466,165.44267564989232,0.0,-67.57685669085618,-5.697132306568904
99,159.44821799307164,34.21897491087941,177.62223274075856,165.54676692655588,0.0,-101.96048015824792,-7.772769213249328,-173.60678283586358,34.26728553539746,177.61791629456886,165.9221906728885,1.2722218725854067e-14,-66.57565508242983,-5.199359608446888
100,159.88983092900855,34.249965266410356,177.73840650147173,165.8774085799849,0.0,-102.26739476934183,-7.472330880982142,-173.27779188296438,34.18240753202035,177.74413704411793,166.1054877193142,0.0,-65.75655822932316,-4.984964743794187
101,159.22812182903635,35.999944869595765,177.33767644141187,165.2152024558155,-1.2722218725854067e-14,-99.84494142544554,-8.63057104376507,-173.83873185474076,35.96925303311548,177.34067648984046,165.64774750529634,1.2722218725854067e-14,-69.31126460347932,-6.091075892431281
102,159.50200179380286,35.417663392566816,177.49957273433756,164.99104546293827,0.0,-98.85946136555677,-9.104901272422,-173.9544382988514,35.354746572280284,177.50538554429443,165.7571659346084,0.0,-70.7665638079322,-6.4270158271268
103,160.15855277339517,33.79990905097445,177.91666851842774,165.2340152497109,1.2722218725854067e-14,-100.05295691053026,-8.546058105640888,-173.68420627763496,33.57780612263348,177.9341009405257,166.02124803200687,0.0,-70.5612496443349,-6.3236565374310265
104,160.8636447533172,32.543820133429,178.1793836125817,165.4026653442341,0.0,-99.38096662178748,-8.608384194749263,-173.76653616789304,32.25778899261861,178.19936935639626,166.2854646463747,0.0,-70.9986744719276,-6.3629385196019035
105,162.49422633296032,30.717302594923737,178.4240224221265,166.35284540762177,0.0,-97.76972567374833,-8.474081861509172,-174.51778744103032,30.425627799333416,178.44224152792484,167.26035133694606,0.0,-72.31227019432677,-6.258459185984976
106,162.30023326447346,30.79393295680445,178.3658661113448,165.89093232473024,1.2722218725854067e-14,-97.5951360586825,-8.676349197877965,-174.06578127778,30.434152036777615,178.38911875767474,166.75009036341257,0.0,-72.12402775877919,-6.426894928630284
107,162.565904557332,31.449782706943726,178.34339720400888,165.75690390733877,-1.2722218725854067e-14,-97.30997262015617,-8.613329324837688,-173.8149917965532,30.981301338049157,178.3736863423295,166.53565769382166,1.2722218725854067e-14,-71.71473099131693,-6.374569048343087
108,162.77222865118839,31.38354649142036,177.99856783039448,165.53956906416147,1.2722218725854067e-14,-96.94677915162977,-8.686470985303217,-173.75201863079715,30.828993645474824,178.04190317195247,166.42628261146248,0.0,-72.51839930190799,-6.543530535594292
109,162.99217788393955,32.122901599648834,177.4015843804448,165.310297941587,0.0,-96.5600797936358,-8.659664570374153,-173.42483495542757,31.504881287930157,177.46344688993915,166.43606609353048,0.0,-70.49244939334936,-5.883368574448345
110,163.09591640082664,32.12210253737148,177.0515132931429,165.27276941394055,1.2722218725854067e-14,-97.09793741527963,-8.310158849936943,-173.56649022935736,31.712024345321193,177.09820608602675,166.30548000958032,0.0,-70.10066466444106,-5.487169546263659
111,164.04517337238144,31.352009249089097,177.20739410118426,165.876895680449,0.0,-97.72172748984718,-7.44528101984102,-173.970119144709,30.798973267528034,177.26775280470613,166.77324506201003,0.0,-70.08519060686648,-5.157691464568265
112,164.17542087415913,31.3464283821794,177.2883195547463,165.92880241208073,0.0,-97.45386720459747,-7.371742639588114,-174.16704374653494,31.115673544610182,177.3128591946697,166.4559605261288,0.0,-70.79422308811947,-5.152196975770128
113,164.29827720539183,31.14220034885636,177.17146693030423,166.20504332419796,0.0,-97.22340496169522,-7.043528018271166,-174.80242436431158,31.134169511075235,177.17236326715042,166.4063394455127,0.0,-69.4789662024958,-4.688137035481078
114,164.44702622911356,31.07118926695204,177.2999889297274,166.23141939160018,0.0,-96.96066489828719,-6.843965170726189,-175.26648141932972,31.07393883323052,177.29969559443362,166.16690092510248,0.0,-69.69508004757337,-4.774259855052806
115,165.0476938713226,30.983475373687856,177.51019492930695,166.60167595083772,1.2722218725854067e-14,-95.4299572312554,-6.903235336079763,-175.67689870718343,31.27377745051067,177.48150519706974,166.11571114540712,0.0,-69.57111115740683,-4.680427257170626
116,164.93784762853625,31.522386434214788,177.59579876289416,166.02429844618007,1.2722218725854067e-14,-95.17182762691246,-7.0783490655126675,-175.90783544512706,31.6002035299668,177.5884617730026,165.96672265450138,1.2722218725854067e-14,-69.9941320139608,-4.756205630049618
117,165.38634436259838,31.838598291836842,177.63221947729605,165.85065535475377,1.2722218725854067e-14,-93.97375973937325,-7.303651594397138,-175.7672177631372,32.08373005331124,177.60954177701277,165.67631512071668,0.0,-69.77595664535875,-4.692857198519684
118,165.96117058543234,31.565235362190712,177.58723557874026,166.33687170804524,0.0,-94.04519977942093,-7.06283001414177,-176.19790166207005,31.931601606725224,177.55248738969135,166.05032447613928,0.0,-70.12657694518474,-4.607482848901321
119,166.24580286146906,31.39008922016105,177.6324555967592,166.23349319998746,0.0,-93.87706621860157,-7.213704070622505,-176.28856991984344,31.83128502221734,177.5912347676574,165.84699833284586,0.0,-70.58114073562963,-4.840798112645735
120,165.64336063952913,32.36988891268618,177.4873031884946,165.5364765787153,1.2722218725854067e-14,-95.10390775335578,-7.033132066096366,-176.2527096789558,32.69932185518432,177.455215499917,164.98927621239932,0.0,-70.39132399863264,-5.0259940656632045
121,165.8170757530169,32.62589357313404,177.52277434925156,165.51912851480637,0.0,-95.25482560909892,-6.990527861873162,-176.318574891604,33.28622999337818,177.45938821498032,164.5655213909674,0.0,-70.6093037833309,-5.08497422772104
122,165.45414158843033,33.511113721171284,177.83727121140254,164.47377090510926,0.0,-95.63844590229293,-7.210930876700998,-176.04566530184522,34.285768858930105,177.77314018797404,163.41079203802082,0.0,-70.25918234976596,-5.2492540527589355
123,166.26323096886918,33.53463311615167,178.1836376689455,163.59755986958484,-1.2722218725854067e-14,-93.57095549530503,-8.384710410669424,-175.89794957591627,34.2890609071259,178.13122180662992,162.96790515104666,0.0,-70.86527736692085,-5.786680926129522
124,165.91043520156273,34.46749229872849,178.28045025991582,162.98401553250926,0.0,-93.94321613709867,-8.471309010441924,-175.82848108136187,35.271520524271516,178.22821062425734,162.1481062315573,0.0,-71.04738276119392,-6.035428011478527
125,165.90661860858077,34.81221516092706,178.48727159568978,162.4313830929161,-1.2722218725854067e-14,-94.06980505031892,-8.742370985809522,-175.79371756277877,35.928811639276695,178.42348727505322,161.41804706921482,0.0,-71.4536058792339,-6.243150605485516
126,165.90007404158695,35.75674427539974,178.54089399282478,161.6312682617934,0.0,-94.2263122967302,-8.766544402386533,-175.35905921283208,36.81256275434025,178.4834104737551,160.74916028118426,0.0,-71.02966467119555,-6.1132780790097625
127,166.22029308408648,35.760670138471774,178.7756355380267,161.20331847962478,1.2722218725854067e-14,-93.54567268599845,-9.34193483960846,-175.4566947890658,36.86370120424708,178.72521781287807,160.59901808428924,0.0,-71.62645946541885,-6.429906838070732
128,165.86036670544627,36.60209516303933,179.41427499401357,160.78428176598305,0.0,-94.17261648091316,-9.284940273532836,-174.35782444593093,39.0723197652885,179.35973680159697,158.41367737752165,0.0,-70.77941500685307,-6.410122545878095
129,166.05421425481615,37.00679647649293,179.46904766215806,160.38996603865436,0.0,-94.03209737811432,-9.392915158465211,-174.6158817564344,39.26117783893737,179.42423106119287,158.08955802095346,0.0,-72.12990443678966,-6.922966986761963
130,165.76038067879057,38.35401970583472,178.87993153564753,158.91057356954124,0.0,-94.03483739204562,-9.877880540625974,-174.43395732595627,40.27260205551546,178.8007149788584,157.0106374683878,1.2722218725854067e-14,-72.43114153703323,-7.362343964758998
131,165.34264378507618,39.197250144818895,177.59508349335857,157.49155432615862,0.0,-94.18377955772074,-10.971074221633177,-174.2071810452533,42.36087975611207,177.31067796377636,154.92189944853158,0.0,-72.93400828336293,-7.839835048093619
132,165.67974579291294,39.455390202152905,177.5802547325914,157.36543744595997,0.0,-94.14963673105788,-11.231716391183776,-174.7079696565029,42.021998348662045,177.35056884277986,155.13601207636935,0.0,-73.74766194290454,-8.58786500215542
133,165.90493991341611,39.857702940446444,177.48661405441388,156.78111027023812,1.2722218725854067e-14,-94.24893639824596,-11.55330369643883,-173.89718125784808,43.61708512493461,177.1311588555902,153.00234359432403,1.2722218725854067e-14,-73.47047876846554,-9.003711079968408
134,166.37626931898222,40.36135701870421,177.49690852023875,156.14191724052338,0.0,-94.36089454460863,-11.906396361879462,-174.7620638112536,43.19625139497794,177.23449349495874,153.59101954395555,1.2722218725854067e-14,-73.87882015028555,-9.365176210226158
135,166.34155168843253,40.80458459041783,176.71450747847865,154.96204683107717,0.0,-94.35784558306354,-12.545845344658725,-173.50521610169872,45.59566833724274,176.1135209141771,150.9091472769545,0.0,-72.82925452170468,-9.080751482464194
136,165.63118263937065,42.510063680419876,176.4033548807951,153.32517713738787,0.0,-95.66218976098654,-12.363804853487672,-173.65633087787427,46.438089765922264,175.8733989767637,149.77654295035336,1.2722218725854067e-14,-73.27210255091974,-9.538263412388478
137,165.10458261927653,43.31281431351334,175.73993810299683,152.08844806908044,0.0,-96.49152747676027,-12.557179845227463,-173.4999648892597,47.81724045360285,175.01191153045914,147.8816456312849,0.0,-73.86691297215988,-9.944850186792046
138,164.3755364805844,45.019948894597285,174.01782648620153,149.57821839230883,0.0,-96.57083026874382,-13.595251881837157,-173.04181847843557,51.130623834878044,172.57597506742894,143.90012121407375,0.0,-74.10109504784384,-10.679372654884226
139,163.14052487651506,46.238107764335425,173.05613312090745,147.46803587699662,0.0,-97.52570450380402,-14.15475380549424,-172.87707831829096,55.483469894296725,170.30756001363903,138.8560725966545,1.2722218725854067e-14,-75.26602312204984,-11.003493433025957
140,164.2308049419089,45.23193920963213,173.1593963252421,148.31432965798234,1.2722218725854067e-14,-97.16895252107668,-14.238990437155845,-173.10822456709167,54.62709217349391,170.42050716679063,139.68703513223866,0.0,-75.28703294352424,-11.026191133916235
141,163.11901209432062,47.262180241258434,172.5377062757651,146.57810391998822,0.0,-98.54078254428565,-13.636161541101435,-173.52954757248403,56.52757091797811,169.54319655185554,137.9217731366555,-1.2722218725854067e-14,-75.74130751338701,-10.997469011838525
142,161.40542810498883,49.45535278735722,171.17694366963985,143.01339608394315,1.2722218725854067e-14,-98.83443788078137,-14.562877250363242,-174.48157324149668,62.295762555161296,165.53012736542792,130.74020279082418,1.2722218725854067e-14,-78.20919461003115,-12.031004308790944
143,161.28477042907846,49.268233677049686,170.54377843497366,142.19196309579735,1.2722218725854067e-14,-98.89165365570683,-14.930586302952605,-175.2931872984657,62.76551575334442,164.04567868208593,129.6230491779435,-1.2722218725854067e-14,-78.7932517132177,-12.153452532498445
144,154.94761504425972,56.90878053679565,166.7231757273893,134.1740372892886,1.2722218725854067e-14,-101.0183661778851,-14.547050437727643,178.83835899582073,70.05845876892965,155.63810962238145,122.13746994190797,-1.2722218725854067e-14,-81.7666972830227,-12.66166162180993
145,147.41346400511318,65.42081249230779,161.04659209449864,124.08816253469101,0.0,-100.24914012499701,-15.474559521835276,127.20631997774215,81.441542510705,99.19125245180915,106.33411746622194,0.0,-88.40444468701408,-13.066462489460461
146,145.7263492457108,66.75575890890828,159.0829652854793,123.50496887944749,0.0,-100.71196693023467,-14.647341838744504,140.46384330947802,80.48959418466248,113.74825782311963,109.39955982565557,0.0,-87.20090173737533,-12.620943008240777
147,153.9849132766635,59.405599319906216,164.83601615928887,130.6956065222255,0.0,-100.49480119026012,-15.293199576090892,143.48957000037456,80.11303521691943,117.45387804262425,109.41079990450307,0.0,-87.3812743764744,-12.989548986945481
148,145.63191427164543,65.84645717320814,158.03848964593658,121.30882286676436,0.0,-100.31279227130261,-16.49890779091691,76.97624940675475,77.64218727677869,49.94957243117697,96.79827781937955,0.0,-94.00081229181384,-14.377479105136112
149,145.53862162660633,65.81581240106604,156.3333008210487,122.36275994350312,0.0,-101.05381325901521,-16.100461281882456,95.47466094468588,79.05589554154992,68.79056540642365,102.7067792218103,1.2722218725854067e-14,-92.02998646520186,-13.04650983787835
150,143.83078811505797,67.18880277815012,154.236917990777,122.97661905328968,0.0,-101.56825215957274,-14.978324881993094,139.02629043423968,78.66386014250494,114.23315529863676,111.90682013104457,1.2722218725854067e-14,-88.02696029024895,-12.653320485738796
151,144.05286500619664,67.50394984239058,153.9175496786692,121.75029511538415,0.0,-100.96610407828788,-16.117587891778324,120.75358844122411,79.63888550406652,95.20382145907523,107.77888158730751,0.0,-89.85425720717721,-13.462432390702388
152,108.8589306664342,77.96623021758573,121.92052737025097,106.14416654927136,0.0,-98.90256370351464,-17.10276084591385,55.991221517574424,69.37991856653869,28.741831851004317,89.55214463100896,0.0,-98.09618585276489,-14.205979243432177
153,111.40224524751596,78.01773512491242,124.08042131381241,105.7064463360555,2.5444437451708134e-14,-98.37858803444652,-18.10539235017536,50.14172680476514,65.76692931074258,22.987520115863024,84.52887350352708,1.2722218725854067e-14,-99.95222637229404,-15.280314655904478
154,99.6529390240404,79.07396341494258,112.43480707308147,102.34491459423467,1.2722218725854067e-14,-97.62647880450986,-19.181207665621546,47.02353982665906,62.96023015179726,20.462212535584946,79.92711363051644,0.0,-101.62738917318758,-17.383666843867115
155,97.53565427453417,79.24599065994859,109.90726245284465,102.30427619963946,1.2722218725854067e-14,-97.7033106510872,-19.307256922796004,48.32833343763624,64.87133814719277,22.378905837085494,82.16936025535726,1.2722218725854067e-14,-100.17038927821417,-17.428071913900922
156,102.0500733025648,78.86781123908948,113.9035818107678,102.7424408273267,0.0,-97.92195428689355,-19.51012068957468,50.98618136368425,68.40634576194559,27.03389155564555,83.83785674955311,0.0,-98.24818375218287,-19.052681569255817
157,56.63094750122415,79.91744502004468,69.96844364605982,93.93625151366646,-2.5444437451708134e-14,-95.33256089351987,-20.614743538519182,42.51788485539921,62.76680049340091,18.940928651839602,76.69652863527513,0.0,-100.04554529894446,-19.845511208794306
158,73.65469606883225,80.32917291054056,86.12141091020796,96.82130978413043,0.0,-96.20144930795833,-20.4729714725239,45.73254831488513,65.81168845991084,22.241763724608326,79.3783137218781,0.0,-98.92627407168729,-20.267834780969043
159,53.80686545073992,79.33303565661716,66.58463554261317,89.8910438189334,0.0,-94.66471574569255,-23.617962613136356,41.37927867108461,61.200710785110374,18.32522136467306,70.33535723549707,1.2722218725854067e-14,-101.87594544089927,-24.446833801498027
160,24.80665629171738,74.0914746875008,38.007695307782896,81.05307206488982,0.0,-92.90567317945329,-23.97709145514258,36.97588595062503,56.894463290266515,15.614719741623144,65.37761141464584,0.0,-102.20506319263973,-24.64908704570178
161,24.03877947424357,73.06770114906125,36.98007387917955,79.41440513231596,-1.2722218725854067e-14,-92.91531650400232,-24.621106978393755,35.01773470467278,54.45785131200811,14.853104014742286,62.240250010317524,1.2722218725854067e-14,-102.27316946592208,-25.481058660547667
162,21.879566177098877,72.33956938946888,34.85329347541991,78.491920641701,0.0,-92.52424484936309,-25.275940927089515,32.8804805469289,50.374840690684444,12.693727922321592,57.82807305379056,1.2722218725854067e-14,-103.70399976094743,-26.313059975357763
163,29.832612130314285,74.82809296141939,42.387073228068935,80.84359519906491,1.2722218725854067e-14,-93.08966154279567,-26.642583139607794,34.66063937922115,54.353240398471534,14.767530130528439,60.547880993605105,1.2722218725854067e-14,-101.9482600069503,-27.997458528290306
164,35.526492788719686,76.105702204166,47.84816871227144,82.20523436830729,0.0,-93.36952561519914,-27.39533111094155,35.527206987966494,56.293010859008945,15.956772258080477,61.296368508602924,-1.2722218725854067e-14,-100.96655991446711,-29.386316475890194
165,19.789752146597674,72.43210330655941,32.673449365697934,75.78820029369716,0.0,-90.80373385024524,-28.84299752175705,32.42771121487564,53.160269289605836,13.187618362135646,57.01294260040193,0.0,-101.12224551338876,-30.209678397160776
166,9.13315923009384,66.92910581164993,22.335151788735722,68.22147310984852,0.0,-87.93619831072787,-30.082291309090323,30.714192056625194,51.873648099301604,11.902073569239922,55.68324097745097,0.0,-100.535407576852,-29.833032635905802
167,1.9596813319505255,62.5230985290231,15.253087687837848,62.77947859019992,0.0,-84.69292433689739,-31.003535592426765,27.7691168669059,50.58026496418801,9.581341239122777,53.424415732081314,1.2722218725854067e-14,-98.9271429592729,-30.109795317889876
168,-0.6818829099167756,58.6004278076192,12.227608046267704,60.29853966706684,0.0,-83.56243174236148,-29.565282958720527,26.57403229330331,49.272410812843596,8.635840442130021,54.012782691160865,1.2722218725854067e-14,-98.11601210777405,-27.990749506977792
169,-2.1462112726731384,53.86580653625568,10.17371851768345,55.33542453280709,0.0,-82.08701058170901,-29.812318685686137,25.381356920887566,46.10024766134308,7.701686034425576,50.5961864607872,0.0,-98.58265817993278,-28.238938528764255
170,-2.1951745068599093,51.64099031243669,9.531348894271476,54.487053051362224,0.0,-82.54986970865033,-28.323649037030737,25.33026342850729,46.76675527718782,8.012662575837819,52.468733189131385,0.0,-97.76963764867386,-26.92941991826962
171,-1.9129358719996228,51.14735932760989,9.471983026890177,53.66903540131338,-1.2722218725854067e-14,-82.79736651602492,-28.649559146486144,24.320036960985863,44.253403864343255,7.4206228381740855,48.98410397088654,0.0,-98.02712876309354,-27.917259841500588
172,-1.4143036138559855,51.97061219882497,9.839033015226915,52.19978796291427,0.0,-82.48441371832587,-31.275747505800613,23.99684400138546,43.35939440386831,7.250361923008377,45.71030299289222,1.2722218725854067e-14,-98.064684655955,-30.622200676322837
173,-0.9936548041198243,52.12189117445043,10.152781330516431,50.32984100406683,0.0,-81.86651915995425,-34.616295552498634,24.1565580969423,42.63385056798921,7.252094554178248,43.41490260758699,0.0,-98.06921551217788,-33.51913544799363
174,-0.5254810635254054,52.22559927810173,10.48100796172557,49.093144504110754,1.2722218725854067e-14,-81.67859842968771,-36.87746796876454,24.40333657280653,42.49164347119672,7.419928599440581,41.553531037854675,0.0,-98.10487969247524,-36.18960837302051
175,-0.24559112423815563,51.104186291268874,10.548311238325496,48.089840384286845,1.2722218725854067e-14,-82.0699058874388,-36.24018842345663,24.866428558812913,42.70999531763214,7.835783705147461,42.98291087850471,0.0,-98.61949275948042,-34.69807112016961
176,0.7075008158930338,50.486170788437484,11.046343096251386,48.32599196442676,1.2722218725854067e-14,-83.61538300381491,-34.69387813935737,25.436877403346895,42.69574955182273,8.383473101252406,43.17586378867934,0.0,-99.50330317497964,-34.12045545753116
177,1.889072908180344,50.327210434842954,11.883355518034893,48.86173277935682,0.0,-85.09133526612273,-33.872779260163625,26.0122401913798,42.31229270407959,8.944435984458158,43.829889599714924,1.2722218725854067e-14,-100.21099151470337,-33.27729251190704
178,2.6497265288715437,50.8127229313351,12.335717671676615,47.90172243634138,1.2722218725854067e-14,-85.49616085431285,-35.51697591611835,26.215672587901853,42.07617110732123,9.046447499234686,43.54217397003713,0.0,-100.47177084534378,-33.570470536019556
179,3.1908388444971987,51.05714670133754,12.716020448162672,46.801740702299945,0.0,-85.67770139819274,-37.0845877145273,26.51932794357182,42.11158316890326,9.253178009833135,43.10239055188687,0.0,-100.66433212422909,-34.3323087820326
180,4.465606533400072,51.783380031506084,13.69129758056952,48.16598813813012,0.0,-86.97649923944519,-36.49748186014351,27.35864195269868,42.57564891706166,9.859244281046971,44.60621392014933,0.0,-101.06150398100284,-33.520279183302456
181,5.9989740099399915,52.76935660853774,15.0061912120964,48.84550304677515,0.0,-88.23954292423218,-36.428153911384506,28.29513821496394,43.43021962593637,10.734352238618404,46.0058093627067,0.0,-101.39255781900897,-32.83062012384013
182,6.723715309449315,53.203677225214676,15.539131433493738,49.40682261980111,0.0,-88.89922107971728,-36.18711259112824,28.649090758513974,43.80279219222949,11.080114016818891,46.60780545992448,1.2722218725854067e-14,-101.31744767064781,-32.52936655488363
